
2025-10-03 01:22:34,busstop_1,6,busstop_2,17,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,17,busstop_7,7,busstop_8,8,busstop_9,13,84
2025-10-03 01:40:00,busstop_1,6,busstop_2,17,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,17,busstop_7,7,busstop_8,8,busstop_9,13,84
2025-10-03 01:40:10,busstop_1,7,busstop_2,19,busstop_3,7,busstop_4,5,busstop_5,5,busstop_6,19,busstop_7,8,busstop_8,8,busstop_9,18,96
2025-10-03 01:40:21,busstop_1,8,busstop_2,22,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,24,busstop_7,10,busstop_8,8,busstop_9,23,113
2025-10-03 01:40:32,busstop_1,8,busstop_2,24,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,28,busstop_7,10,busstop_8,8,busstop_9,23,119
2025-10-03 01:40:43,busstop_1,8,busstop_2,23,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,29,busstop_7,9,busstop_8,8,busstop_9,19,114
2025-10-03 01:40:53,busstop_1,7,busstop_2,21,busstop_3,7,busstop_4,5,busstop_5,5,busstop_6,29,busstop_7,8,busstop_8,8,busstop_9,18,108
2025-10-03 01:41:04,busstop_1,6,busstop_2,23,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,25,busstop_7,8,busstop_8,8,busstop_9,18,104
2025-10-03 01:41:14,busstop_1,6,busstop_2,22,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,23,busstop_7,8,busstop_8,7,busstop_9,15,97
2025-10-03 01:41:25,busstop_1,6,busstop_2,21,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,23,busstop_7,8,busstop_8,7,busstop_9,14,95
2025-10-03 01:41:35,busstop_1,6,busstop_2,19,busstop_3,6,busstop_4,7,busstop_5,7,busstop_6,24,busstop_7,8,busstop_8,9,busstop_9,13,99
2025-10-03 01:41:45,busstop_1,6,busstop_2,15,busstop_3,6,busstop_4,7,busstop_5,7,busstop_6,24,busstop_7,9,busstop_8,9,busstop_9,13,96
2025-10-03 01:41:56,busstop_1,6,busstop_2,15,busstop_3,6,busstop_4,8,busstop_5,8,busstop_6,23,busstop_7,9,busstop_8,9,busstop_9,13,97
2025-10-03 01:42:07,busstop_1,6,busstop_2,15,busstop_3,6,busstop_4,10,busstop_5,10,busstop_6,20,busstop_7,0,busstop_8,9,busstop_9,13,89
2025-10-03 01:42:18,busstop_1,7,busstop_2,13,busstop_3,7,busstop_4,9,busstop_5,9,busstop_6,20,busstop_7,0,busstop_8,7,busstop_9,14,86
2025-10-04 11:48:40,busstop_1,6,busstop_2,17,busstop_3,6,busstop_4,5,busstop_5,5,busstop_6,17,busstop_7,7,busstop_8,8,busstop_9,13,84
2025-10-04 11:48:51,busstop_1,7,busstop_2,19,busstop_3,7,busstop_4,5,busstop_5,5,busstop_6,18,busstop_7,8,busstop_8,8,busstop_9,18,95
2025-10-04 11:49:02,busstop_1,8,busstop_2,22,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,22,busstop_7,9,busstop_8,8,busstop_9,23,110
2025-10-04 11:49:12,busstop_1,8,busstop_2,24,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,28,busstop_7,10,busstop_8,8,busstop_9,23,119
2025-10-04 11:49:22,busstop_1,8,busstop_2,24,busstop_3,8,busstop_4,5,busstop_5,5,busstop_6,29,busstop_7,10,busstop_8,8,busstop_9,19,116
